"행정구역별(읍면동)","연령별","항목","단위","2021 년","2022 년","2023 년","2024 년",
"서구","70~74세","총인구(명)","","14977","16450","17890","19536",
"서구","70~74세","총인구_남자(명)","","7236","8077","8736","9482",
"서구","70~74세","총인구_여자(명)","","7741","8373","9154","10054",
"서구","70~74세","총인구_성비","","93.5","96.5","95.4","94.3",
"서구","70~74세","내국인(명)","","14783","16212","17613","19223",
"서구","70~74세","내국인_남자(명)","","7156","7982","8635","9365",
"서구","70~74세","내국인_여자(명)","","7627","8230","8978","9858",
"서구","70~74세","내국인_성비","","93.8","97","96.2","95",
"서구","75~79세","총인구(명)","","10268","10969","12106","13362",
"서구","75~79세","총인구_남자(명)","","4486","4859","5469","6119",
"서구","75~79세","총인구_여자(명)","","5782","6110","6637","7243",
"서구","75~79세","총인구_성비","","77.6","79.5","82.4","84.5",
"서구","75~79세","내국인(명)","","10194","10877","11992","13217",
"서구","75~79세","내국인_남자(명)","","4461","4827","5424","6059",
"서구","75~79세","내국인_여자(명)","","5733","6050","6568","7158",
"서구","75~79세","내국인_성비","","77.8","79.8","82.6","84.6",
"서구","80~84세","총인구(명)","","7147","8030","8574","8937",
"서구","80~84세","총인구_남자(명)","","2571","2993","3261","3452",
"서구","80~84세","총인구_여자(명)","","4576","5037","5313","5485",
"서구","80~84세","총인구_성비","","56.2","59.4","61.4","62.9",
"서구","80~84세","내국인(명)","","7103","7980","8511","8871",
"서구","80~84세","내국인_남자(명)","","2560","2980","3240","3433",
"서구","80~84세","내국인_여자(명)","","4543","5000","5271","5438",
"서구","80~84세","내국인_성비","","56.4","59.6","61.5","63.1",
"서구","85~89세","총인구(명)","","4016","4197","4701","5253",
"서구","85~89세","총인구_남자(명)","","1104","1189","1369","1567",
"서구","85~89세","총인구_여자(명)","","2912","3008","3332","3686",
"서구","85~89세","총인구_성비","","37.9","39.5","41.1","42.5",
"서구","85~89세","내국인(명)","","3999","4180","4672","5213",
"서구","85~89세","내국인_남자(명)","","1101","1187","1366","1562",
"서구","85~89세","내국인_여자(명)","","2898","2993","3306","3651",
"서구","85~89세","내국인_성비","","38","39.7","41.3","42.8",
"서구","90~94세","총인구(명)","","1521","1597","1724","1903",
"서구","90~94세","총인구_남자(명)","","289","313","356","430",
"서구","90~94세","총인구_여자(명)","","1232","1284","1368","1473",
"서구","90~94세","총인구_성비","","23.5","24.4","26","29.2",
"서구","90~94세","내국인(명)","","1514","1588","1714","1897",
"서구","90~94세","내국인_남자(명)","","287","311","353","430",
"서구","90~94세","내국인_여자(명)","","1227","1277","1361","1467",
"서구","90~94세","내국인_성비","","23.4","24.4","25.9","29.3",
"서구","95~99세","총인구(명)","","318","374","424","486",
"서구","95~99세","총인구_남자(명)","","46","54","69","74",
"서구","95~99세","총인구_여자(명)","","272","320","355","412",
"서구","95~99세","총인구_성비","","16.9","16.9","19.4","18",
"서구","95~99세","내국인(명)","","317","373","423","484",
"서구","95~99세","내국인_남자(명)","","46","54","69","73",
"서구","95~99세","내국인_여자(명)","","271","319","354","411",
"서구","95~99세","내국인_성비","","17","16.9","19.5","17.8",
"서구","100세이상","총인구(명)","","59","66","74","83",
"서구","100세이상","총인구_남자(명)","","14","14","11","16",
"서구","100세이상","총인구_여자(명)","","45","52","63","67",
"서구","100세이상","총인구_성비","","31.1","26.9","17.5","23.9",
"서구","100세이상","내국인(명)","","58","65","73","82",
"서구","100세이상","내국인_남자(명)","","13","13","10","15",
"서구","100세이상","내국인_여자(명)","","45","52","63","67",
"서구","100세이상","내국인_성비","","28.9","25","15.9","22.4",
"서구","15세미만","총인구(명)","","78066","82039","87193","86787",
"서구","15세미만","총인구_남자(명)","","40130","42100","44814","44612",
"서구","15세미만","총인구_여자(명)","","37936","39939","42379","42175",
"서구","15세미만","총인구_성비","","105.8","105.4","105.7","105.8",
"서구","15세미만","내국인(명)","","77221","81122","86233","85720",
"서구","15세미만","내국인_남자(명)","","39696","41639","44341","44088",
"서구","15세미만","내국인_여자(명)","","37525","39483","41892","41632",
"서구","15세미만","내국인_성비","","105.8","105.5","105.8","105.9",
"서구","15~64세","총인구(명)","","410234","430034","457733","462815",
"서구","15~64세","총인구_남자(명)","","211908","222003","236252","238630",
"서구","15~64세","총인구_여자(명)","","198326","208031","221481","224185",
"서구","15~64세","총인구_성비","","106.8","106.7","106.7","106.4",
"서구","15~64세","내국인(명)","","395423","414209","439612","443853",
"서구","15~64세","내국인_남자(명)","","202164","211565","224136","225936",
"서구","15~64세","내국인_여자(명)","","193259","202644","215476","217917",
"서구","15~64세","내국인_성비","","104.6","104.4","104","103.7",
"서구","65세이상","총인구(명)","","62726","68996","76922","84464",
"서구","65세이상","총인구_남자(명)","","27871","30960","34861","38550",
"서구","65세이상","총인구_여자(명)","","34855","38036","42061","45914",
"서구","65세이상","총인구_성비","","80","81.4","82.9","84",
"서구","65세이상","내국인(명)","","62004","68101","75861","83304",
"서구","65세이상","내국인_남자(명)","","27584","30608","34450","38092",
"서구","65세이상","내국인_여자(명)","","34420","37493","41411","45212",
"서구","65세이상","내국인_성비","","80.1","81.6","83.2","84.3",
"서구","85세이상","총인구(명)","","5914","6234","6923","7725",
"서구","85세이상","총인구_남자(명)","","1453","1570","1805","2087",
"서구","85세이상","총인구_여자(명)","","4461","4664","5118","5638",
"서구","85세이상","총인구_성비","","32.6","33.7","35.3","37",
"서구","85세이상","내국인(명)","","5888","6206","6882","7676",
"서구","85세이상","내국인_남자(명)","","1447","1565","1798","2080",
"서구","85세이상","내국인_여자(명)","","4441","4641","5084","5596",
"서구","85세이상","내국인_성비","","32.6","33.7","35.4","37.2",
"서구","평균연령","총인구(명)","","40.7","41","41.2","41.7",
"서구","평균연령","총인구_남자(명)","","40","40.2","40.5","41",
"서구","평균연령","총인구_여자(명)","","41.5","41.7","41.9","42.5",
"서구","평균연령","내국인(명)","","40.8","41","41.3","41.8",
"서구","평균연령","내국인_남자(명)","","40.1","40.3","40.6","41.1",
"서구","평균연령","내국인_여자(명)","","41.5","41.7","42","42.5",
"서구","중위연령","총인구(명)","","41.7","41.9","42.1","42.6",
"서구","중위연령","총인구_남자(명)","","41.1","41.3","41.5","42",
"서구","중위연령","총인구_여자(명)","","42.5","42.6","42.7","43.3",
"서구","중위연령","내국인(명)","","41.9","42.2","42.3","42.9",
"서구","중위연령","내국인_남자(명)","","41.4","41.7","41.9","42.5",
"서구","중위연령","내국인_여자(명)","","42.5","42.7","42.8","43.4",
"검암경서동","합계","총인구(명)","","","","53521","54558",
"검암경서동","합계","총인구_남자(명)","","","","27417","27995",
"검암경서동","합계","총인구_여자(명)","","","","26104","26563",
"검암경서동","합계","총인구_성비","","","","105","105.4",
"검암경서동","합계","내국인(명)","","","","51872","52820",
"검암경서동","합계","내국인_남자(명)","","","","26346","26862",
"검암경서동","합계","내국인_여자(명)","","","","25526","25958",
"검암경서동","합계","내국인_성비","","","","103.2","103.5",
"검암경서동","0~4세","총인구(명)","","","","2222","2166",
"검암경서동","0~4세","총인구_남자(명)","","","","1149","1124",
"검암경서동","0~4세","총인구_여자(명)","","","","1073","1042",
"검암경서동","0~4세","총인구_성비","","","","107.1","107.9",
"검암경서동","0~4세","내국인(명)","","","","2196","2137",
"검암경서동","0~4세","내국인_남자(명)","","","","1136","1114",
"검암경서동","0~4세","내국인_여자(명)","","","","1060","1023",
"검암경서동","0~4세","내국인_성비","","","","107.2","108.9",
"검암경서동","5~9세","총인구(명)","","","","2505","2411",
"검암경서동","5~9세","총인구_남자(명)","","","","1286","1220",
"검암경서동","5~9세","총인구_여자(명)","","","","1219","1191",
"검암경서동","5~9세","총인구_성비","","","","105.5","102.4",
"검암경서동","5~9세","내국인(명)","","","","2483","2386",
"검암경서동","5~9세","내국인_남자(명)","","","","1278","1210",
"검암경서동","5~9세","내국인_여자(명)","","","","1205","1176",
"검암경서동","5~9세","내국인_성비","","","","106.1","102.9",
"검암경서동","10~14세","총인구(명)","","","","2586","2626",
"검암경서동","10~14세","총인구_남자(명)","","","","1336","1377",
"검암경서동","10~14세","총인구_여자(명)","","","","1250","1249",
"검암경서동","10~14세","총인구_성비","","","","106.9","110.2",
"검암경서동","10~14세","내국인(명)","","","","2572","2611",
"검암경서동","10~14세","내국인_남자(명)","","","","1330","1369",
"검암경서동","10~14세","내국인_여자(명)","","","","1242","1242",
"검암경서동","10~14세","내국인_성비","","","","107.1","110.2",
"검암경서동","15~19세","총인구(명)","","","","2138","2264",
"검암경서동","15~19세","총인구_남자(명)","","","","1113","1175",
"검암경서동","15~19세","총인구_여자(명)","","","","1025","1089",
"검암경서동","15~19세","총인구_성비","","","","108.6","107.9",
"검암경서동","15~19세","내국인(명)","","","","2117","2249",
"검암경서동","15~19세","내국인_남자(명)","","","","1104","1167",
"검암경서동","15~19세","내국인_여자(명)","","","","1013","1082",
"검암경서동","15~19세","내국인_성비","","","","109","107.9",
"검암경서동","20~24세","총인구(명)","","","","2449","2446",
"검암경서동","20~24세","총인구_남자(명)","","","","1286","1321",
"검암경서동","20~24세","총인구_여자(명)","","","","1163","1125",
"검암경서동","20~24세","총인구_성비","","","","110.6","117.4",
"검암경서동","20~24세","내국인(명)","","","","2374","2355",
"검암경서동","20~24세","내국인_남자(명)","","","","1232","1256",
"검암경서동","20~24세","내국인_여자(명)","","","","1142","1099",
"검암경서동","20~24세","내국인_성비","","","","107.9","114.3",
"검암경서동","25~29세","총인구(명)","","","","3971","3864",
"검암경서동","25~29세","총인구_남자(명)","","","","2039","2018",
"검암경서동","25~29세","총인구_여자(명)","","","","1932","1846",
"검암경서동","25~29세","총인구_성비","","","","105.5","109.3",
"검암경서동","25~29세","내국인(명)","","","","3787","3633",
"검암경서동","25~29세","내국인_남자(명)","","","","1920","1860",
"검암경서동","25~29세","내국인_여자(명)","","","","1867","1773",
"검암경서동","25~29세","내국인_성비","","","","102.8","104.9",
"검암경서동","30~34세","총인구(명)","","","","5146","5187",
"검암경서동","30~34세","총인구_남자(명)","","","","2731","2735",
"검암경서동","30~34세","총인구_여자(명)","","","","2415","2452",
"검암경서동","30~34세","총인구_성비","","","","113.1","111.5",
"검암경서동","30~34세","내국인(명)","","","","4853","4902",
"검암경서동","30~34세","내국인_남자(명)","","","","2523","2535",
"검암경서동","30~34세","내국인_여자(명)","","","","2330","2367",
"검암경서동","30~34세","내국인_성비","","","","108.3","107.1",
"검암경서동","35~39세","총인구(명)","","","","5057","5021",
"검암경서동","35~39세","총인구_남자(명)","","","","2741","2735",
"검암경서동","35~39세","총인구_여자(명)","","","","2316","2286",
"검암경서동","35~39세","총인구_성비","","","","118.4","119.6",
"검암경서동","35~39세","내국인(명)","","","","4716","4664",
"검암경서동","35~39세","내국인_남자(명)","","","","2487","2480",
"검암경서동","35~39세","내국인_여자(명)","","","","2229","2184",
"검암경서동","35~39세","내국인_성비","","","","111.6","113.6",
"검암경서동","40~44세","총인구(명)","","","","5517","5440",
"검암경서동","40~44세","총인구_남자(명)","","","","2958","2914",
"검암경서동","40~44세","총인구_여자(명)","","","","2559","2526",
"검암경서동","40~44세","총인구_성비","","","","115.6","115.4",
"검암경서동","40~44세","내국인(명)","","","","5286","5191",
"검암경서동","40~44세","내국인_남자(명)","","","","2799","2744",
"검암경서동","40~44세","내국인_여자(명)","","","","2487","2447",
"검암경서동","40~44세","내국인_성비","","","","112.5","112.1",
"검암경서동","45~49세","총인구(명)","","","","4520","4628",
"검암경서동","45~49세","총인구_남자(명)","","","","2346","2446",
"검암경서동","45~49세","총인구_여자(명)","","","","2174","2182",
"검암경서동","45~49세","총인구_성비","","","","107.9","112.1",
"검암경서동","45~49세","내국인(명)","","","","4417","4524",
"검암경서동","45~49세","내국인_남자(명)","","","","2274","2369",
"검암경서동","45~49세","내국인_여자(명)","","","","2143","2155",
"검암경서동","45~49세","내국인_성비","","","","106.1","109.9",
"검암경서동","50~54세","총인구(명)","","","","4598","4736",
"검암경서동","50~54세","총인구_남자(명)","","","","2331","2383",
"검암경서동","50~54세","총인구_여자(명)","","","","2267","2353",
"검암경서동","50~54세","총인구_성비","","","","102.8","101.3",
"검암경서동","50~54세","내국인(명)","","","","4480","4627",
"검암경서동","50~54세","내국인_남자(명)","","","","2259","2319",
"검암경서동","50~54세","내국인_여자(명)","","","","2221","2308",
"검암경서동","50~54세","내국인_성비","","","","101.7","100.5",
"검암경서동","55~59세","총인구(명)","","","","3896","4188",
"검암경서동","55~59세","총인구_남자(명)","","","","1919","2042",
"검암경서동","55~59세","총인구_여자(명)","","","","1977","2146",
"검암경서동","55~59세","총인구_성비","","","","97.1","95.2",
"검암경서동","55~59세","내국인(명)","","","","3794","4093",
"검암경서동","55~59세","내국인_남자(명)","","","","1875","1993",
"검암경서동","55~59세","내국인_여자(명)","","","","1919","2100",
"검암경서동","55~59세","내국인_성비","","","","97.7","94.9",
"검암경서동","60~64세","총인구(명)","","","","3394","3520",
"검암경서동","60~64세","총인구_남자(명)","","","","1721","1795",
"검암경서동","60~64세","총인구_여자(명)","","","","1673","1725",
"검암경서동","60~64세","총인구_성비","","","","102.9","104.1",
"검암경서동","60~64세","내국인(명)","","","","3349","3461",
"검암경서동","60~64세","내국인_남자(명)","","","","1695","1766",
"검암경서동","60~64세","내국인_여자(명)","","","","1654","1695",
"검암경서동","60~64세","내국인_성비","","","","102.5","104.2",
"검암경서동","65~69세","총인구(명)","","","","2175","2437",
"검암경서동","65~69세","총인구_남자(명)","","","","1069","1203",
"검암경서동","65~69세","총인구_여자(명)","","","","1106","1234",
"검암경서동","65~69세","총인구_성비","","","","96.7","97.5",
"검암경서동","65~69세","내국인(명)","","","","2136","2400",
"검암경서동","65~69세","내국인_남자(명)","","","","1054","1188",
"검암경서동","65~69세","내국인_여자(명)","","","","1082","1212",
"검암경서동","65~69세","내국인_성비","","","","97.4","98",
"검암경서동","70~74세","총인구(명)","","","","1303","1420",
"검암경서동","70~74세","총인구_남자(명)","","","","632","681",
"검암경서동","70~74세","총인구_여자(명)","","","","671","739",
"검암경서동","70~74세","총인구_성비","","","","94.2","92.2",
"검암경서동","70~74세","내국인(명)","","","","1286","1401",
"검암경서동","70~74세","내국인_남자(명)","","","","627","674",
"검암경서동","70~74세","내국인_여자(명)","","","","659","727",
"검암경서동","70~74세","내국인_성비","","","","95.1","92.7",
"검암경서동","75~79세","총인구(명)","","","","876","949",
"검암경서동","75~79세","총인구_남자(명)","","","","388","418",
"검암경서동","75~79세","총인구_여자(명)","","","","488","531",
"검암경서동","75~79세","총인구_성비","","","","79.5","78.7",
"검암경서동","75~79세","내국인(명)","","","","869","942",
"검암경서동","75~79세","내국인_남자(명)","","","","385","415",
"검암경서동","75~79세","내국인_여자(명)","","","","484","527",
"검암경서동","75~79세","내국인_성비","","","","79.5","78.7",
"검암경서동","80~84세","총인구(명)","","","","620","674",
"검암경서동","80~84세","총인구_남자(명)","","","","238","265",
"검암경서동","80~84세","총인구_여자(명)","","","","382","409",
"검암경서동","80~84세","총인구_성비","","","","62.3","64.8",
"검암경서동","80~84세","내국인(명)","","","","614","668",
"검암경서동","80~84세","내국인_남자(명)","","","","235","262",
"검암경서동","80~84세","내국인_여자(명)","","","","379","406",
"검암경서동","80~84세","내국인_성비","","","","62","64.5",
"검암경서동","85~89세","총인구(명)","","","","353","373",
"검암경서동","85~89세","총인구_남자(명)","","","","100","109",
"검암경서동","85~89세","총인구_여자(명)","","","","253","264",
"검암경서동","85~89세","총인구_성비","","","","39.5","41.3",
"검암경서동","85~89세","내국인(명)","","","","352","370",
"검암경서동","85~89세","내국인_남자(명)","","","","99","107",
"검암경서동","85~89세","내국인_여자(명)","","","","253","263",
"검암경서동","85~89세","내국인_성비","","","","39.1","40.7",
"검암경서동","90~94세","총인구(명)","","","","151","160",
"검암경서동","90~94세","총인구_남자(명)","","","","26","26",
"검암경서동","90~94세","총인구_여자(명)","","","","125","134",
"검암경서동","90~94세","총인구_성비","","","","20.8","19.4",
"검암경서동","90~94세","내국인(명)","","","","148","158",
"검암경서동","90~94세","내국인_남자(명)","","","","26","26",
"검암경서동","90~94세","내국인_여자(명)","","","","122","132",
"검암경서동","90~94세","내국인_성비","","","","21.3","19.7",
"검암경서동","95~99세","총인구(명)","","","","42","45",
"검암경서동","95~99세","총인구_남자(명)","","","","6","6",
"검암경서동","95~99세","총인구_여자(명)","","","","36","39",
"검암경서동","95~99세","총인구_성비","","","","16.7","15.4",
"검암경서동","95~99세","내국인(명)","","","","41","45",
"검암경서동","95~99세","내국인_남자(명)","","","","6","6",
"검암경서동","95~99세","내국인_여자(명)","","","","35","39",
"검암경서동","95~99세","내국인_성비","","","","17.1","15.4",
"검암경서동","100세이상","총인구(명)","","","","X","X",
"검암경서동","100세이상","총인구_남자(명)","","","","X","X",
"검암경서동","100세이상","총인구_여자(명)","","","","X","X",
"검암경서동","100세이상","총인구_성비","","","","","200",
"검암경서동","100세이상","내국인(명)","","","","X","X",
"검암경서동","100세이상","내국인_남자(명)","","","","X","X",
"검암경서동","100세이상","내국인_여자(명)","","","","X","X",
"검암경서동","100세이상","내국인_성비","","","","","200",
"검암경서동","15세미만","총인구(명)","","","","7313","7203",
"검암경서동","15세미만","총인구_남자(명)","","","","3771","3721",
"검암경서동","15세미만","총인구_여자(명)","","","","3542","3482",
"검암경서동","15세미만","총인구_성비","","","","106.5","106.9",
"검암경서동","15세미만","내국인(명)","","","","7251","7134",
"검암경서동","15세미만","내국인_남자(명)","","","","3744","3693",
"검암경서동","15세미만","내국인_여자(명)","","","","3507","3441",
"검암경서동","15세미만","내국인_성비","","","","106.8","107.3",
"검암경서동","15~64세","총인구(명)","","","","40686","41294",
"검암경서동","15~64세","총인구_남자(명)","","","","21185","21564",
"검암경서동","15~64세","총인구_여자(명)","","","","19501","19730",
"검암경서동","15~64세","총인구_성비","","","","108.6","109.3",
"검암경서동","15~64세","내국인(명)","","","","39173","39699",
"검암경서동","15~64세","내국인_남자(명)","","","","20168","20489",
"검암경서동","15~64세","내국인_여자(명)","","","","19005","19210",
"검암경서동","15~64세","내국인_성비","","","","106.1","106.7",
"검암경서동","65세이상","총인구(명)","","","","5522","6061",
"검암경서동","65세이상","총인구_남자(명)","","","","2461","2710",
"검암경서동","65세이상","총인구_여자(명)","","","","3061","3351",
"검암경서동","65세이상","총인구_성비","","","","80.4","80.9",
"검암경서동","65세이상","내국인(명)","","","","5448","5987",
"검암경서동","65세이상","내국인_남자(명)","","","","2434","2680",
"검암경서동","65세이상","내국인_여자(명)","","","","3014","3307",
"검암경서동","65세이상","내국인_성비","","","","80.8","81",
"검암경서동","85세이상","총인구(명)","","","","548","581",
"검암경서동","85세이상","총인구_남자(명)","","","","134","143",
"검암경서동","85세이상","총인구_여자(명)","","","","414","438",
"검암경서동","85세이상","총인구_성비","","","","32.4","32.6",
"검암경서동","85세이상","내국인(명)","","","","543","576",
"검암경서동","85세이상","내국인_남자(명)","","","","133","141",
"검암경서동","85세이상","내국인_여자(명)","","","","410","435",
"검암경서동","85세이상","내국인_성비","","","","32.4","32.4",
"검암경서동","평균연령","총인구(명)","","","","40.2","40.7",
"검암경서동","평균연령","총인구_남자(명)","","","","39.5","39.9",
"검암경서동","평균연령","총인구_여자(명)","","","","40.9","41.6",
"검암경서동","평균연령","내국인(명)","","","","40.2","40.8",
"검암경서동","평균연령","내국인_남자(명)","","","","39.5","40",
"검암경서동","평균연령","내국인_여자(명)","","","","40.9","41.6",
"검암경서동","중위연령","총인구(명)","","","","40.6","41.3",
"검암경서동","중위연령","총인구_남자(명)","","","","40","40.5",
"검암경서동","중위연령","총인구_여자(명)","","","","41.3","42.1",
"검암경서동","중위연령","내국인(명)","","","","40.8","41.5",
"검암경서동","중위연령","내국인_남자(명)","","","","40.3","40.9",
"검암경서동","중위연령","내국인_여자(명)","","","","41.4","42.2",
"연희동","합계","총인구(명)","","","","37926","37088",
"연희동","합계","총인구_남자(명)","","","","19221","18756",
"연희동","합계","총인구_여자(명)","","","","18705","18332",
"연희동","합계","총인구_성비","","","","102.8","102.3",
"연희동","합계","내국인(명)","","","","37162","36308",
"연희동","합계","내국인_남자(명)","","","","18834","18368",
"연희동","합계","내국인_여자(명)","","","","18328","17940",
"연희동","합계","내국인_성비","","","","102.8","102.4",
"연희동","0~4세","총인구(명)","","","","637","563",
"연희동","0~4세","총인구_남자(명)","","","","321","299",
"연희동","0~4세","총인구_여자(명)","","","","316","264",
"연희동","0~4세","총인구_성비","","","","101.6","113.3",
"연희동","0~4세","내국인(명)","","","","618","549",
"연희동","0~4세","내국인_남자(명)","","","","308","287",
"연희동","0~4세","내국인_여자(명)","","","","310","262",
"연희동","0~4세","내국인_성비","","","","99.4","109.5",
"연희동","5~9세","총인구(명)","","","","983","831",
"연희동","5~9세","총인구_남자(명)","","","","492","420",
"연희동","5~9세","총인구_여자(명)","","","","491","411",
"연희동","5~9세","총인구_성비","","","","100.2","102.2",
"연희동","5~9세","내국인(명)","","","","961","812",
"연희동","5~9세","내국인_남자(명)","","","","480","409",
"연희동","5~9세","내국인_여자(명)","","","","481","403",
"연희동","5~9세","내국인_성비","","","","99.8","101.5",
"연희동","10~14세","총인구(명)","","","","1292","1211",
"연희동","10~14세","총인구_남자(명)","","","","679","638",
"연희동","10~14세","총인구_여자(명)","","","","613","573",
"연희동","10~14세","총인구_성비","","","","110.8","111.3",
"연희동","10~14세","내국인(명)","","","","1274","1198",
"연희동","10~14세","내국인_남자(명)","","","","668","631",
"연희동","10~14세","내국인_여자(명)","","","","606","567",
"연희동","10~14세","내국인_성비","","","","110.2","111.3",
"연희동","15~19세","총인구(명)","","","","1420","1335",
"연희동","15~19세","총인구_남자(명)","","","","725","683",
"연희동","15~19세","총인구_여자(명)","","","","695","652",
"연희동","15~19세","총인구_성비","","","","104.3","104.8",
"연희동","15~19세","내국인(명)","","","","1401","1321",
"연희동","15~19세","내국인_남자(명)","","","","716","677",
"연희동","15~19세","내국인_여자(명)","","","","685","644",
"연희동","15~19세","내국인_성비","","","","104.5","105.1",
"연희동","20~24세","총인구(명)","","","","2050","1846",
"연희동","20~24세","총인구_남자(명)","","","","1104","1010",
"연희동","20~24세","총인구_여자(명)","","","","946","836",
"연희동","20~24세","총인구_성비","","","","116.7","120.8",
"연희동","20~24세","내국인(명)","","","","2018","1821",
"연희동","20~24세","내국인_남자(명)","","","","1087","999",
"연희동","20~24세","내국인_여자(명)","","","","931","822",
"연희동","20~24세","내국인_성비","","","","116.8","121.5",
"연희동","25~29세","총인구(명)","","","","3260","2951",
"연희동","25~29세","총인구_남자(명)","","","","1769","1583",
"연희동","25~29세","총인구_여자(명)","","","","1491","1368",
"연희동","25~29세","총인구_성비","","","","118.6","115.7",
"연희동","25~29세","내국인(명)","","","","3188","2881",
"연희동","25~29세","내국인_남자(명)","","","","1731","1547",
"연희동","25~29세","내국인_여자(명)","","","","1457","1334",
"연희동","25~29세","내국인_성비","","","","118.8","116",
"연희동","30~34세","총인구(명)","","","","2680","2680",
"연희동","30~34세","총인구_남자(명)","","","","1486","1485",
"연희동","30~34세","총인구_여자(명)","","","","1194","1195",
"연희동","30~34세","총인구_성비","","","","124.5","124.3",
"연희동","30~34세","내국인(명)","","","","2596","2595",
"연희동","30~34세","내국인_남자(명)","","","","1449","1442",
"연희동","30~34세","내국인_여자(명)","","","","1147","1153",
"연희동","30~34세","내국인_성비","","","","126.3","125.1",
"연희동","35~39세","총인구(명)","","","","1938","1910",
"연희동","35~39세","총인구_남자(명)","","","","1058","1068",
"연희동","35~39세","총인구_여자(명)","","","","880","842",
"연희동","35~39세","총인구_성비","","","","120.2","126.8",
"연희동","35~39세","내국인(명)","","","","1832","1794",
"연희동","35~39세","내국인_남자(명)","","","","999","1002",
"연희동","35~39세","내국인_여자(명)","","","","833","792",
"연희동","35~39세","내국인_성비","","","","119.9","126.5",
"연희동","40~44세","총인구(명)","","","","2310","2185",
"연희동","40~44세","총인구_남자(명)","","","","1257","1181",
"연희동","40~44세","총인구_여자(명)","","","","1053","1004",
"연희동","40~44세","총인구_성비","","","","119.4","117.6",
"연희동","40~44세","내국인(명)","","","","2225","2105",
"연희동","40~44세","내국인_남자(명)","","","","1206","1133",
"연희동","40~44세","내국인_여자(명)","","","","1019","972",
"연희동","40~44세","내국인_성비","","","","118.4","116.6",
"연희동","45~49세","총인구(명)","","","","2646","2441",
"연희동","45~49세","총인구_남자(명)","","","","1378","1248",
"연희동","45~49세","총인구_여자(명)","","","","1268","1193",
"연희동","45~49세","총인구_성비","","","","108.7","104.6",
"연희동","45~49세","내국인(명)","","","","2576","2370",
"연희동","45~49세","내국인_남자(명)","","","","1338","1209",
"연희동","45~49세","내국인_여자(명)","","","","1238","1161",
"연희동","45~49세","내국인_성비","","","","108.1","104.1",
"연희동","50~54세","총인구(명)","","","","3838","3664",
"연희동","50~54세","총인구_남자(명)","","","","1867","1829",
"연희동","50~54세","총인구_여자(명)","","","","1971","1835",
"연희동","50~54세","총인구_성비","","","","94.7","99.7",
"연희동","50~54세","내국인(명)","","","","3768","3584",
"연희동","50~54세","내국인_남자(명)","","","","1836","1791",
"연희동","50~54세","내국인_여자(명)","","","","1932","1793",
"연희동","50~54세","내국인_성비","","","","95","99.9",
"연희동","55~59세","총인구(명)","","","","4118","4067",
"연희동","55~59세","총인구_남자(명)","","","","2093","2035",
"연희동","55~59세","총인구_여자(명)","","","","2025","2032",
"연희동","55~59세","총인구_성비","","","","103.4","100.1",
"연희동","55~59세","내국인(명)","","","","4062","4012",
"연희동","55~59세","내국인_남자(명)","","","","2065","2014",
"연희동","55~59세","내국인_여자(명)","","","","1997","1998",
"연희동","55~59세","내국인_성비","","","","103.4","100.8",
"연희동","60~64세","총인구(명)","","","","3784","3902",
"연희동","60~64세","총인구_남자(명)","","","","1976","1998",
"연희동","60~64세","총인구_여자(명)","","","","1808","1904",
"연희동","60~64세","총인구_성비","","","","109.3","104.9",
"연희동","60~64세","내국인(명)","","","","3741","3849",
"연희동","60~64세","내국인_남자(명)","","","","1960","1979",
"연희동","60~64세","내국인_여자(명)","","","","1781","1870",
"연희동","60~64세","내국인_성비","","","","110.1","105.8",
"연희동","65~69세","총인구(명)","","","","2536","2813",
"연희동","65~69세","총인구_남자(명)","","","","1272","1433",
"연희동","65~69세","총인구_여자(명)","","","","1264","1380",
"연희동","65~69세","총인구_성비","","","","100.6","103.8",
"연희동","65~69세","내국인(명)","","","","2507","2775",
"연희동","65~69세","내국인_남자(명)","","","","1260","1418",
"연희동","65~69세","내국인_여자(명)","","","","1247","1357",
"연희동","65~69세","내국인_성비","","","","101","104.5",
"연희동","70~74세","총인구(명)","","","","1398","1472",
"연희동","70~74세","총인구_남자(명)","","","","682","720",
"연희동","70~74세","총인구_여자(명)","","","","716","752",
"연희동","70~74세","총인구_성비","","","","95.3","95.7",
"연희동","70~74세","내국인(명)","","","","1381","1453",
"연희동","70~74세","내국인_남자(명)","","","","677","713",
"연희동","70~74세","내국인_여자(명)","","","","704","740",
"연희동","70~74세","내국인_성비","","","","96.2","96.4",
"연희동","75~79세","총인구(명)","","","","1100","1158",
"연희동","75~79세","총인구_남자(명)","","","","458","478",
"연희동","75~79세","총인구_여자(명)","","","","642","680",
"연희동","75~79세","총인구_성비","","","","71.3","70.3",
"연희동","75~79세","내국인(명)","","","","1085","1139",
"연희동","75~79세","내국인_남자(명)","","","","452","470",
"연희동","75~79세","내국인_여자(명)","","","","633","669",
"연희동","75~79세","내국인_성비","","","","71.4","70.3",
"연희동","80~84세","총인구(명)","","","","976","972",
"연희동","80~84세","총인구_남자(명)","","","","341","350",
"연희동","80~84세","총인구_여자(명)","","","","635","622",
"연희동","80~84세","총인구_성비","","","","53.7","56.3",
"연희동","80~84세","내국인(명)","","","","971","967",
"연희동","80~84세","내국인_남자(명)","","","","339","350",
