"행정구역별(읍면동)","연령별","항목","단위","2021 년","2022 년","2023 년","2024 년",
"인천광역시","합계","총인구(명)","","2957044","2989125","3025950","3058033",
"인천광역시","합계","총인구_남자(명)","","1482202","1499105","1518154","1532995",
"인천광역시","합계","총인구_여자(명)","","1474842","1490020","1507796","1525038",
"인천광역시","합계","총인구_성비","","100.5","100.6","100.7","100.5",
"인천광역시","합계","내국인(명)","","2856665","2878924","2903900","2930073",
"인천광역시","합계","내국인_남자(명)","","1427672","1438975","1450848","1462424",
"인천광역시","합계","내국인_여자(명)","","1428993","1439949","1453052","1467649",
"인천광역시","합계","내국인_성비","","99.9","99.9","99.8","99.6",
"인천광역시","0~4세","총인구(명)","","92583","88660","85809","84290",
"인천광역시","0~4세","총인구_남자(명)","","47751","45528","44041","43212",
"인천광역시","0~4세","총인구_여자(명)","","44832","43132","41768","41078",
"인천광역시","0~4세","총인구_성비","","106.5","105.6","105.4","105.2",
"인천광역시","0~4세","내국인(명)","","88956","84793","82019","80480",
"인천광역시","0~4세","내국인_남자(명)","","45827","43521","42108","41255",
"인천광역시","0~4세","내국인_여자(명)","","43129","41272","39911","39225",
"인천광역시","0~4세","내국인_성비","","106.3","105.4","105.5","105.2",
"인천광역시","5~9세","총인구(명)","","129296","124703","120175","115332",
"인천광역시","5~9세","총인구_남자(명)","","66166","63805","61580","59093",
"인천광역시","5~9세","총인구_여자(명)","","63130","60898","58595","56239",
"인천광역시","5~9세","총인구_성비","","104.8","104.8","105.1","105.1",
"인천광역시","5~9세","내국인(명)","","126047","120928","116573","111398",
"인천광역시","5~9세","내국인_남자(명)","","64535","61916","59779","57102",
"인천광역시","5~9세","내국인_여자(명)","","61512","59012","56794","54296",
"인천광역시","5~9세","내국인_성비","","104.9","104.9","105.3","105.2",
"인천광역시","10~14세","총인구(명)","","134896","135884","135954","136763",
"인천광역시","10~14세","총인구_남자(명)","","69288","69769","69782","70224",
"인천광역시","10~14세","총인구_여자(명)","","65608","66115","66172","66539",
"인천광역시","10~14세","총인구_성비","","105.6","105.5","105.5","105.5",
"인천광역시","10~14세","내국인(명)","","133098","133604","133400","133833",
"인천광역시","10~14세","내국인_남자(명)","","68336","68570","68465","68715",
"인천광역시","10~14세","내국인_여자(명)","","64762","65034","64935","65118",
"인천광역시","10~14세","내국인_성비","","105.5","105.4","105.4","105.5",
"인천광역시","15~19세","총인구(명)","","131154","132701","132676","132453",
"인천광역시","15~19세","총인구_남자(명)","","67406","68236","68199","67876",
"인천광역시","15~19세","총인구_여자(명)","","63748","64465","64477","64577",
"인천광역시","15~19세","총인구_성비","","105.7","105.8","105.8","105.1",
"인천광역시","15~19세","내국인(명)","","129497","130153","129524","128944",
"인천광역시","15~19세","내국인_남자(명)","","66640","66954","66522","66069",
"인천광역시","15~19세","내국인_여자(명)","","62857","63199","63002","62875",
"인천광역시","15~19세","내국인_성비","","106","105.9","105.6","105.1",
"인천광역시","20~24세","총인구(명)","","175046","166160","157298","151679",
"인천광역시","20~24세","총인구_남자(명)","","91028","87029","82599","79403",
"인천광역시","20~24세","총인구_여자(명)","","84018","79131","74699","72276",
"인천광역시","20~24세","총인구_성비","","108.3","110","110.6","109.9",
"인천광역시","20~24세","내국인(명)","","168369","158558","148494","142028",
"인천광역시","20~24세","내국인_남자(명)","","87551","82916","77579","73890",
"인천광역시","20~24세","내국인_여자(명)","","80818","75642","70915","68138",
"인천광역시","20~24세","내국인_성비","","108.3","109.6","109.4","108.4",
"인천광역시","25~29세","총인구(명)","","217238","214799","210265","205107",
"인천광역시","25~29세","총인구_남자(명)","","114544","113241","110638","107757",
"인천광역시","25~29세","총인구_여자(명)","","102694","101558","99627","97350",
"인천광역시","25~29세","총인구_성비","","111.5","111.5","111.1","110.7",
"인천광역시","25~29세","내국인(명)","","206383","203164","197336","191697",
"인천광역시","25~29세","내국인_남자(명)","","108188","106274","102727","99353",
"인천광역시","25~29세","내국인_여자(명)","","98195","96890","94609","92344",
"인천광역시","25~29세","내국인_성비","","110.2","109.7","108.6","107.6",
"인천광역시","30~34세","총인구(명)","","200102","212250","223469","230545",
"인천광역시","30~34세","총인구_남자(명)","","105470","112307","118812","122571",
"인천광역시","30~34세","총인구_여자(명)","","94632","99943","104657","107974",
"인천광역시","30~34세","총인구_성비","","111.5","112.4","113.5","113.5",
"인천광역시","30~34세","내국인(명)","","184385","196346","206667","214179",
"인천광역시","30~34세","내국인_남자(명)","","96308","102929","108633","112606",
"인천광역시","30~34세","내국인_여자(명)","","88077","93417","98034","101573",
"인천광역시","30~34세","내국인_성비","","109.3","110.2","110.8","110.9",
"인천광역시","35~39세","총인구(명)","","216944","210038","208503","210763",
"인천광역시","35~39세","총인구_남자(명)","","113101","109700","109528","111172",
"인천광역시","35~39세","총인구_여자(명)","","103843","100338","98975","99591",
"인천광역시","35~39세","총인구_성비","","108.9","109.3","110.7","111.6",
"인천광역시","35~39세","내국인(명)","","202693","194322","190817","192374",
"인천광역시","35~39세","내국인_남자(명)","","104569","100320","98970","100242",
"인천광역시","35~39세","내국인_여자(명)","","98124","94002","91847","92132",
"인천광역시","35~39세","내국인_성비","","106.6","106.7","107.8","108.8",
"인천광역시","40~44세","총인구(명)","","238433","246425","253034","250002",
"인천광역시","40~44세","총인구_남자(명)","","123174","127633","131451","129776",
"인천광역시","40~44세","총인구_여자(명)","","115259","118792","121583","120226",
"인천광역시","40~44세","총인구_성비","","106.9","107.4","108.1","107.9",
"인천광역시","40~44세","내국인(명)","","228872","235633","240509","236660",
"인천광역시","40~44세","내국인_남자(명)","","117553","121323","124101","121953",
"인천광역시","40~44세","내국인_여자(명)","","111319","114310","116408","114707",
"인천광역시","40~44세","내국인_성비","","105.6","106.1","106.6","106.3",
"인천광역시","45~49세","총인구(명)","","241442","237223","233181","233280",
"인천광역시","45~49세","총인구_남자(명)","","123109","121130","119618","119886",
"인천광역시","45~49세","총인구_여자(명)","","118333","116093","113563","113394",
"인천광역시","45~49세","총인구_성비","","104","104.3","105.3","105.7",
"인천광역시","45~49세","내국인(명)","","234008","229483","224658","224198",
"인천광역시","45~49세","내국인_남자(명)","","118961","116825","114851","114892",
"인천광역시","45~49세","내국인_여자(명)","","115047","112658","109807","109306",
"인천광역시","45~49세","내국인_성비","","103.4","103.7","104.6","105.1",
"인천광역시","50~54세","총인구(명)","","260690","264359","264244","262330",
"인천광역시","50~54세","총인구_남자(명)","","128983","131642","132158","132066",
"인천광역시","50~54세","총인구_여자(명)","","131707","132717","132086","130264",
"인천광역시","50~54세","총인구_성비","","97.9","99.2","100.1","101.4",
"인천광역시","50~54세","내국인(명)","","253484","256451","255672","253732",
"인천광역시","50~54세","내국인_남자(명)","","125262","127513","127706","127553",
"인천광역시","50~54세","내국인_여자(명)","","128222","128938","127966","126179",
"인천광역시","50~54세","내국인_성비","","97.7","98.9","99.8","101.1",
"인천광역시","55~59세","총인구(명)","","248673","246507","250604","257186",
"인천광역시","55~59세","총인구_남자(명)","","123871","122032","122993","125727",
"인천광역시","55~59세","총인구_여자(명)","","124802","124475","127611","131459",
"인천광역시","55~59세","총인구_성비","","99.3","98","96.4","95.6",
"인천광역시","55~59세","내국인(명)","","241665","239261","242906","249396",
"인천광역시","55~59세","내국인_남자(명)","","120542","118529","119287","121974",
"인천광역시","55~59세","내국인_여자(명)","","121123","120732","123619","127422",
"인천광역시","55~59세","내국인_성비","","99.5","98.2","96.5","95.7",
"인천광역시","60~64세","총인구(명)","","238398","247820","255466","256727",
"인천광역시","60~64세","총인구_남자(명)","","118726","123143","126793","127073",
"인천광역시","60~64세","총인구_여자(명)","","119672","124677","128673","129654",
"인천광역시","60~64세","총인구_성비","","99.2","98.8","98.5","98",
"인천광역시","60~64세","내국인(명)","","233044","241961","248679","249240",
"인천광역시","60~64세","내국인_남자(명)","","116221","120470","123692","123648",
"인천광역시","60~64세","내국인_여자(명)","","116823","121491","124987","125592",
"인천광역시","60~64세","내국인_성비","","99.5","99.2","99","98.5",
"인천광역시","65~69세","총인구(명)","","157992","170691","188357","204579",
"인천광역시","65~69세","총인구_남자(명)","","76701","82877","91580","99670",
"인천광역시","65~69세","총인구_여자(명)","","81291","87814","96777","104909",
"인천광역시","65~69세","총인구_성비","","94.4","94.4","94.6","95",
"인천광역시","65~69세","내국인(명)","","154620","166595","183663","199552",
"인천광역시","65~69세","내국인_남자(명)","","75221","81052","89484","97382",
"인천광역시","65~69세","내국인_여자(명)","","79399","85543","94179","102170",
"인천광역시","65~69세","내국인_성비","","94.7","94.8","95","95.3",
"인천광역시","70~74세","총인구(명)","","102795","109209","113898","122024",
"인천광역시","70~74세","총인구_남자(명)","","48735","52042","54112","57833",
"인천광역시","70~74세","총인구_여자(명)","","54060","57167","59786","64191",
"인천광역시","70~74세","총인구_성비","","90.1","91","90.5","90.1",
"인천광역시","70~74세","내국인(명)","","101380","107390","111689","119468",
"인천광역시","70~74세","내국인_남자(명)","","48137","51273","53201","56781",
"인천광역시","70~74세","내국인_여자(명)","","53243","56117","58488","62687",
"인천광역시","70~74세","내국인_성비","","90.4","91.4","91","90.6",
"인천광역시","75~79세","총인구(명)","","75904","78583","83296","89304",
"인천광역시","75~79세","총인구_남자(명)","","33025","34642","37194","40115",
"인천광역시","75~79세","총인구_여자(명)","","42879","43941","46102","49189",
"인천광역시","75~79세","총인구_성비","","77","78.8","80.7","81.6",
"인천광역시","75~79세","내국인(명)","","75326","77875","82437","88198",
"인천광역시","75~79세","내국인_남자(명)","","32849","34418","36901","39718",
"인천광역시","75~79세","내국인_여자(명)","","42477","43457","45536","48480",
"인천광역시","75~79세","내국인_성비","","77.3","79.2","81","81.9",
"인천광역시","80~84세","총인구(명)","","53575","58882","61576","63172",
"인천광역시","80~84세","총인구_남자(명)","","20022","22340","23743","24689",
"인천광역시","80~84세","총인구_여자(명)","","33553","36542","37833","38483",
"인천광역시","80~84세","총인구_성비","","59.7","61.1","62.8","64.2",
"인천광역시","80~84세","내국인(명)","","53180","58419","61054","62591",
"인천광역시","80~84세","내국인_남자(명)","","19915","22222","23599","24536",
"인천광역시","80~84세","내국인_여자(명)","","33265","36197","37455","38055",
"인천광역시","80~84세","내국인_성비","","59.9","61.4","63","64.5",
"인천광역시","85~89세","총인구(명)","","28804","30306","32903","35892",
"인천광역시","85~89세","총인구_남자(명)","","8432","9143","10159","11283",
"인천광역시","85~89세","총인구_여자(명)","","20372","21163","22744","24609",
"인천광역시","85~89세","총인구_성비","","41.4","43.2","44.7","45.8",
"인천광역시","85~89세","내국인(명)","","28638","30129","32642","35581",
"인천광역시","85~89세","내국인_남자(명)","","8398","9099","10085","11206",
"인천광역시","85~89세","내국인_여자(명)","","20240","21030","22557","24375",
"인천광역시","85~89세","내국인_성비","","41.5","43.3","44.7","46",
"인천광역시","90~94세","총인구(명)","","10402","11047","12049","13009",
"인천광역시","90~94세","총인구_남자(명)","","2194","2339","2627","2951",
"인천광역시","90~94세","총인구_여자(명)","","8208","8708","9422","10058",
"인천광역시","90~94세","총인구_성비","","26.7","26.9","27.9","29.3",
"인천광역시","90~94세","내국인(명)","","10354","10994","11979","12941",
"인천광역시","90~94세","내국인_남자(명)","","2186","2328","2613","2935",
"인천광역시","90~94세","내국인_여자(명)","","8168","8666","9366","10006",
"인천광역시","90~94세","내국인_성비","","26.8","26.9","27.9","29.3",
"인천광역시","95~99세","총인구(명)","","2300","2485","2735","3128",
"인천광역시","95~99세","총인구_남자(명)","","407","454","455","533",
"인천광역시","95~99세","총인구_여자(명)","","1893","2031","2280","2595",
"인천광역시","95~99세","총인구_성비","","21.5","22.4","20","20.5",
"인천광역시","95~99세","내국인(명)","","2290","2476","2726","3119",
"인천광역시","95~99세","내국인_남자(명)","","405","454","455","531",
"인천광역시","95~99세","내국인_여자(명)","","1885","2022","2271","2588",
"인천광역시","95~99세","내국인_성비","","21.5","22.5","20","20.5",
"인천광역시","100세이상","총인구(명)","","377","393","458","468",
"인천광역시","100세이상","총인구_남자(명)","","69","73","92","85",
"인천광역시","100세이상","총인구_여자(명)","","308","320","366","383",
"인천광역시","100세이상","총인구_성비","","22.4","22.8","25.1","22.2",
"인천광역시","100세이상","내국인(명)","","376","389","456","464",
"인천광역시","100세이상","내국인_남자(명)","","68","69","90","83",
"인천광역시","100세이상","내국인_여자(명)","","308","320","366","381",
"인천광역시","100세이상","내국인_성비","","22.1","21.6","24.6","21.8",
"인천광역시","15세미만","총인구(명)","","356775","349247","341938","336385",
"인천광역시","15세미만","총인구_남자(명)","","183205","179102","175403","172529",
"인천광역시","15세미만","총인구_여자(명)","","173570","170145","166535","163856",
"인천광역시","15세미만","총인구_성비","","105.6","105.3","105.3","105.3",
"인천광역시","15세미만","내국인(명)","","348101","339325","331992","325711",
"인천광역시","15세미만","내국인_남자(명)","","178698","174007","170352","167072",
"인천광역시","15세미만","내국인_여자(명)","","169403","165318","161640","158639",
"인천광역시","15세미만","내국인_성비","","105.5","105.3","105.4","105.3",
"인천광역시","15~64세","총인구(명)","","2168120","2178282","2188740","2190072",
"인천광역시","15~64세","총인구_남자(명)","","1109412","1116093","1122789","1123307",
"인천광역시","15~64세","총인구_여자(명)","","1058708","1062189","1065951","1066765",
"인천광역시","15~64세","총인구_성비","","104.8","105.1","105.3","105.3",
"인천광역시","15~64세","내국인(명)","","2082400","2085332","2085262","2082448",
"인천광역시","15~64세","내국인_남자(명)","","1061795","1064053","1064068","1062180",
"인천광역시","15~64세","내국인_여자(명)","","1020605","1021279","1021194","1020268",
"인천광역시","15~64세","내국인_성비","","104","104.2","104.2","104.1",
"인천광역시","65세이상","총인구(명)","","432149","461596","495272","531576",
"인천광역시","65세이상","총인구_남자(명)","","189585","203910","219962","237159",
"인천광역시","65세이상","총인구_여자(명)","","242564","257686","275310","294417",
"인천광역시","65세이상","총인구_성비","","78.2","79.1","79.9","80.6",
"인천광역시","65세이상","내국인(명)","","426164","454267","486646","521914",
"인천광역시","65세이상","내국인_남자(명)","","187179","200915","216428","233172",
"인천광역시","65세이상","내국인_여자(명)","","238985","253352","270218","288742",
"인천광역시","65세이상","내국인_성비","","78.3","79.3","80.1","80.8",
"인천광역시","85세이상","총인구(명)","","41883","44231","48145","52497",
"인천광역시","85세이상","총인구_남자(명)","","11102","12009","13333","14852",
"인천광역시","85세이상","총인구_여자(명)","","30781","32222","34812","37645",
"인천광역시","85세이상","총인구_성비","","36.1","37.3","38.3","39.5",
"인천광역시","85세이상","내국인(명)","","41658","43988","47803","52105",
"인천광역시","85세이상","내국인_남자(명)","","11057","11950","13243","14755",
"인천광역시","85세이상","내국인_여자(명)","","30601","32038","34560","37350",
"인천광역시","85세이상","내국인_성비","","36.1","37.3","38.3","39.5",
"인천광역시","평균연령","총인구(명)","","42.7","43.2","43.8","44.3",
"인천광역시","평균연령","총인구_남자(명)","","41.7","42.2","42.7","43.2",
"인천광역시","평균연령","총인구_여자(명)","","43.8","44.3","44.8","45.3",
"인천광역시","평균연령","내국인(명)","","42.9","43.4","44","44.5",
"인천광역시","평균연령","내국인_남자(명)","","41.9","42.4","42.9","43.4",
"인천광역시","평균연령","내국인_여자(명)","","43.9","44.4","45","45.5",
"인천광역시","중위연령","총인구(명)","","43.7","44.2","44.7","45.2",
"인천광역시","중위연령","총인구_남자(명)","","42.6","43","43.6","44.1",
"인천광역시","중위연령","총인구_여자(명)","","45","45.5","46.1","46.6",
"인천광역시","중위연령","내국인(명)","","44.1","44.6","45.2","45.7",
"인천광역시","중위연령","내국인_남자(명)","","42.9","43.4","44","44.6",
"인천광역시","중위연령","내국인_여자(명)","","45.3","45.8","46.4","47",
"읍부","합계","총인구(명)","","21611","21750","21483","21087",
"읍부","합계","총인구_남자(명)","","10725","10799","10624","10444",
"읍부","합계","총인구_여자(명)","","10886","10951","10859","10643",
"읍부","합계","총인구_성비","","98.5","98.6","97.8","98.1",
"읍부","합계","내국인(명)","","21264","21375","21053","20636",
"읍부","합계","내국인_남자(명)","","10562","10595","10392","10201",
"읍부","합계","내국인_여자(명)","","10702","10780","10661","10435",
"읍부","합계","내국인_성비","","98.7","98.3","97.5","97.8",
"읍부","0~4세","총인구(명)","","606","585","545","520",
"읍부","0~4세","총인구_남자(명)","","337","323","298","273",
"읍부","0~4세","총인구_여자(명)","","269","262","247","247",
"읍부","0~4세","총인구_성비","","125.3","123.3","120.6","110.5",
"읍부","0~4세","내국인(명)","","606","585","545","519",
"읍부","0~4세","내국인_남자(명)","","337","323","298","272",
"읍부","0~4세","내국인_여자(명)","","269","262","247","247",
"읍부","0~4세","내국인_성비","","125.3","123.3","120.6","110.1",
"읍부","5~9세","총인구(명)","","792","754","684","625",
"읍부","5~9세","총인구_남자(명)","","419","401","358","333",
"읍부","5~9세","총인구_여자(명)","","373","353","326","292",
"읍부","5~9세","총인구_성비","","112.3","113.6","109.8","114",
"읍부","5~9세","내국인(명)","","788","752","682","624",
"읍부","5~9세","내국인_남자(명)","","417","400","357","333",
"읍부","5~9세","내국인_여자(명)","","371","352","325","291",
"읍부","5~9세","내국인_성비","","112.4","113.6","109.8","114.4",
"읍부","10~14세","총인구(명)","","987","985","977","932",
"읍부","10~14세","총인구_남자(명)","","489","485","491","457",
"읍부","10~14세","총인구_여자(명)","","498","500","486","475",
"읍부","10~14세","총인구_성비","","98.2","97","101","96.2",
"읍부","10~14세","내국인(명)","","984","978","973","929",
"읍부","10~14세","내국인_남자(명)","","488","482","490","456",
"읍부","10~14세","내국인_여자(명)","","496","496","483","473",
"읍부","10~14세","내국인_성비","","98.4","97.2","101.4","96.4",
"읍부","15~19세","총인구(명)","","1129","1167","1102","974",
"읍부","15~19세","총인구_남자(명)","","559","581","542","489",
"읍부","15~19세","총인구_여자(명)","","570","586","560","485",
"읍부","15~19세","총인구_성비","","98.1","99.1","96.8","100.8",
"읍부","15~19세","내국인(명)","","1124","1165","1098","970",
"읍부","15~19세","내국인_남자(명)","","557","580","540","488",
"읍부","15~19세","내국인_여자(명)","","567","585","558","482",
"읍부","15~19세","내국인_성비","","98.2","99.1","96.8","101.2",
"읍부","20~24세","총인구(명)","","980","880","830","750",
"읍부","20~24세","총인구_남자(명)","","559","498","466","426",
"읍부","20~24세","총인구_여자(명)","","421","382","364","324",
"읍부","20~24세","총인구_성비","","132.8","130.4","128","131.5",
"읍부","20~24세","내국인(명)","","954","849","794","708",
"읍부","20~24세","내국인_남자(명)","","545","474","445","400",
"읍부","20~24세","내국인_여자(명)","","409","375","349","308",
"읍부","20~24세","내국인_성비","","133.3","126.4","127.5","129.9",
"읍부","25~29세","총인구(명)","","1039","1050","980","922",
"읍부","25~29세","총인구_남자(명)","","586","609","561","541",
"읍부","25~29세","총인구_여자(명)","","453","441","419","381",
"읍부","25~29세","총인구_성비","","129.4","138.1","133.9","142",
"읍부","25~29세","내국인(명)","","975","973","897","838",
"읍부","25~29세","내국인_남자(명)","","547","554","503","479",
"읍부","25~29세","내국인_여자(명)","","428","419","394","359",
"읍부","25~29세","내국인_성비","","127.8","132.2","127.7","133.4",
"읍부","30~34세","총인구(명)","","958","1005","1000","995",
"읍부","30~34세","총인구_남자(명)","","514","536","539","553",
"읍부","30~34세","총인구_여자(명)","","444","469","461","442",
"읍부","30~34세","총인구_성비","","115.8","114.3","116.9","125.1",
"읍부","30~34세","내국인(명)","","907","949","926","908",
"읍부","30~34세","내국인_남자(명)","","486","502","490","497",
"읍부","30~34세","내국인_여자(명)","","421","447","436","411",
"읍부","30~34세","내국인_성비","","115.4","112.3","112.4","120.9",
"읍부","35~39세","총인구(명)","","1106","1052","963","904",
"읍부","35~39세","총인구_남자(명)","","545","535","491","475",
"읍부","35~39세","총인구_여자(명)","","561","517","472","429",
"읍부","35~39세","총인구_성비","","97.1","103.5","104","110.7",
"읍부","35~39세","내국인(명)","","1056","1003","909","855",
"읍부","35~39세","내국인_남자(명)","","524","511","464","448",
"읍부","35~39세","내국인_여자(명)","","532","492","445","407",
"읍부","35~39세","내국인_성비","","98.5","103.9","104.3","110.1",
"읍부","40~44세","총인구(명)","","1398","1374","1390","1318",
"읍부","40~44세","총인구_남자(명)","","708","666","691","647",
"읍부","40~44세","총인구_여자(명)","","690","708","699","671",
"읍부","40~44세","총인구_성비","","102.6","94.1","98.9","96.4",
"읍부","40~44세","내국인(명)","","1370","1342","1356","1283",
"읍부","40~44세","내국인_남자(명)","","692","650","673","633",
"읍부","40~44세","내국인_여자(명)","","678","692","683","650",
"읍부","40~44세","내국인_성비","","102.1","93.9","98.5","97.4",
"읍부","45~49세","총인구(명)","","1626","1605","1495","1431",
"읍부","45~49세","총인구_남자(명)","","825","835","761","721",
"읍부","45~49세","총인구_여자(명)","","801","770","734","710",
"읍부","45~49세","총인구_성비","","103","108.4","103.7","101.5",
"읍부","45~49세","내국인(명)","","1609","1588","1474","1406",
"읍부","45~49세","내국인_남자(명)","","817","828","747","705",
"읍부","45~49세","내국인_여자(명)","","792","760","727","701",
"읍부","45~49세","내국인_성비","","103.2","108.9","102.8","100.6",
"읍부","50~54세","총인구(명)","","1789","1854","1864","1852",
"읍부","50~54세","총인구_남자(명)","","932","987","974","965",
"읍부","50~54세","총인구_여자(명)","","857","867","890","887",
"읍부","50~54세","총인구_성비","","108.8","113.8","109.4","108.8",
"읍부","50~54세","내국인(명)","","1761","1821","1825","1814",
"읍부","50~54세","내국인_남자(명)","","924","976","963","953",
"읍부","50~54세","내국인_여자(명)","","837","845","862","861",
"읍부","50~54세","내국인_성비","","110.4","115.5","111.7","110.7",
"읍부","55~59세","총인구(명)","","1804","1753","1759","1792",
"읍부","55~59세","총인구_남자(명)","","887","856","878","904",
"읍부","55~59세","총인구_여자(명)","","917","897","881","888",
"읍부","55~59세","총인구_성비","","96.7","95.4","99.7","101.8",
"읍부","55~59세","내국인(명)","","1775","1723","1728","1765",
"읍부","55~59세","내국인_남자(명)","","876","840","865","896",
"읍부","55~59세","내국인_여자(명)","","899","883","863","869",
"읍부","55~59세","내국인_성비","","97.4","95.1","100.2","103.1",
"읍부","60~64세","총인구(명)","","2053","2083","2059","1999",
"읍부","60~64세","총인구_남자(명)","","999","998","996","971",
"읍부","60~64세","총인구_여자(명)","","1054","1085","1063","1028",
"읍부","60~64세","총인구_성비","","94.8","92","93.7","94.5",
"읍부","60~64세","내국인(명)","","2029","2060","2032","1965",
"읍부","60~64세","내국인_남자(명)","","991","990","982","956",
"읍부","60~64세","내국인_여자(명)","","1038","1070","1050","1009",
"읍부","60~64세","내국인_성비","","95.5","92.5","93.5","94.7",
"읍부","65~69세","총인구(명)","","1643","1745","1842","1946",
"읍부","65~69세","총인구_남자(명)","","798","856","881","927",
"읍부","65~69세","총인구_여자(명)","","845","889","961","1019",
"읍부","65~69세","총인구_성비","","94.4","96.3","91.7","91",
"읍부","65~69세","내국인(명)","","1635","1739","1831","1937",
"읍부","65~69세","내국인_남자(명)","","795","854","881","925",
"읍부","65~69세","내국인_여자(명)","","840","885","950","1012",
"읍부","65~69세","내국인_성비","","94.6","96.5","92.7","91.4",
"읍부","70~74세","총인구(명)","","1244","1266","1311","1340",
"읍부","70~74세","총인구_남자(명)","","564","591","619","631",
"읍부","70~74세","총인구_여자(명)","","680","675","692","709",
"읍부","70~74세","총인구_성비","","82.9","87.6","89.5","89",
"읍부","70~74세","내국인(명)","","1239","1262","1305","1331",
"읍부","70~74세","내국인_남자(명)","","563","591","617","629",
"읍부","70~74세","내국인_여자(명)","","676","671","688","702",
"읍부","70~74세","내국인_성비","","83.3","88.1","89.7","89.6",
"읍부","75~79세","총인구(명)","","1058","1103","1120","1180",
"읍부","75~79세","총인구_남자(명)","","475","486","490","521",
"읍부","75~79세","총인구_여자(명)","","583","617","630","659",
"읍부","75~79세","총인구_성비","","81.5","78.8","77.8","79.1",
"읍부","75~79세","내국인(명)","","1057","1100","1119","1179",
"읍부","75~79세","내국인_남자(명)","","475","484","489","521",
"읍부","75~79세","내국인_여자(명)","","582","616","630","658",
"읍부","75~79세","내국인_성비","","81.6","78.6","77.6","79.2",
"읍부","80~84세","총인구(명)","","806","859","900","895",
"읍부","80~84세","총인구_남자(명)","","338","349","373","377",
"읍부","80~84세","총인구_여자(명)","","468","510","527","518",
"읍부","80~84세","총인구_성비","","72.2","68.4","70.8","72.8",
"읍부","80~84세","내국인(명)","","804","857","898","894",
"읍부","80~84세","내국인_남자(명)","","337","349","373","377",
"읍부","80~84세","내국인_여자(명)","","467","508","525","517",
"읍부","80~84세","내국인_성비","","72.2","68.7","71","72.9",
"읍부","85~89세","총인구(명)","","442","464","479","510",
"읍부","85~89세","총인구_남자(명)","","150","163","169","180",
"읍부","85~89세","총인구_여자(명)","","292","301","310","330",
"읍부","85~89세","총인구_성비","","51.4","54.2","54.5","54.5",
"읍부","85~89세","내국인(명)","","442","464","479","510",
"읍부","85~89세","내국인_남자(명)","","150","163","169","180",
"읍부","85~89세","내국인_여자(명)","","292","301","310","330",
"읍부","85~89세","내국인_성비","","51.4","54.2","54.5","54.5",
"읍부","90~94세","총인구(명)","","124","142","160","167",
"읍부","90~94세","총인구_남자(명)","","36","40","43","46",
"읍부","90~94세","총인구_여자(명)","","88","102","117","121",
"읍부","90~94세","총인구_성비","","40.9","39.2","36.8","38",
"읍부","90~94세","내국인(명)","","123","141","159","167",
"읍부","90~94세","내국인_남자(명)","","36","40","43","46",
"읍부","90~94세","내국인_여자(명)","","87","101","116","121",
"읍부","90~94세","내국인_성비","","41.4","39.6","37.1","38",
"읍부","95~99세","총인구(명)","","26","22","21","31",
"읍부","95~99세","총인구_남자(명)","","5","X","X","7",
"읍부","95~99세","총인구_여자(명)","","21","18","18","24",
"읍부","95~99세","총인구_성비","","23.8","22.2","16.7","29.2",
"읍부","95~99세","내국인(명)","","25","22","21","30",
"읍부","95~99세","내국인_남자(명)","","5","X","X","7",
"읍부","95~99세","내국인_여자(명)","","20","18","18","23",
"읍부","95~99세","내국인_성비","","25","22.2","16.7","30.4",
"읍부","100세이상","총인구(명)","","X","X","X","X",
"읍부","100세이상","총인구_남자(명)","","X","X","X","X",
"읍부","100세이상","총인구_여자(명)","","X","X","X","X",
"읍부","100세이상","총인구_성비","","0","0","0","0",
"읍부","100세이상","내국인(명)","","X","X","X","X",
"읍부","100세이상","내국인_남자(명)","","X","X","X","X",
"읍부","100세이상","내국인_여자(명)","","X","X","X","X",
"읍부","100세이상","내국인_성비","","0","0","0","0",
"읍부","15세미만","총인구(명)","","2385","2324","2206","2077",
"읍부","15세미만","총인구_남자(명)","","1245","1209","1147","1063",
"읍부","15세미만","총인구_여자(명)","","1140","1115","1059","1014",
"읍부","15세미만","총인구_성비","","109.2","108.4","108.3","104.8",
"읍부","15세미만","내국인(명)","","2378","2315","2200","2072",
"읍부","15세미만","내국인_남자(명)","","1242","1205","1145","1061",
"읍부","15세미만","내국인_여자(명)","","1136","1110","1055","1011",
"읍부","15세미만","내국인_성비","","109.3","108.6","108.5","104.9",
"읍부","15~64세","총인구(명)","","13882","13823","13442","12937",
"읍부","15~64세","총인구_남자(명)","","7114","7101","6899","6692",
"읍부","15~64세","총인구_여자(명)","","6768","6722","6543","6245",
"읍부","15~64세","총인구_성비","","105.1","105.6","105.4","107.2",
"읍부","15~64세","내국인(명)","","13560","13473","13039","12512",
"읍부","15~64세","내국인_남자(명)","","6959","6905","6672","6455",
"읍부","15~64세","내국인_여자(명)","","6601","6568","6367","6057",
"읍부","15~64세","내국인_성비","","105.4","105.1","104.8","106.6",
"읍부","65세이상","총인구(명)","","5344","5603","5835","6073",
"읍부","65세이상","총인구_남자(명)","","2366","2489","2578","2689",
"읍부","65세이상","총인구_여자(명)","","2978","3114","3257","3384",
"읍부","65세이상","총인구_성비","","79.4","79.9","79.2","79.5",
"읍부","65세이상","내국인(명)","","5326","5587","5814","6052",
